site name,site id,ccamlr region,Longitude EPSG:4326,Latitude EPSG:4326,common name,day,month,year,season starting,count,accuracy,count type,vantage,reference,notes
Cierva Point,CIER,48.1,-60.96,-64.157,gentoo penguin,Unknown,Unknown,1994,1994,1025,1,nests,ground,"<strong>Quintana, R. D., V. Cirelli, and J. L. Orgeira, </strong><i> 2000</i>. Abundance and spatial distribution of bird populations at Cierva Point, Antarctic Peninsula. Marine Ornithology 28:21-27.",None
Cierva Point,CIER,48.1,-60.96,-64.157,gentoo penguin,Unknown,Unknown,1995,1995,1014,1,nests,ground,"<strong>Quintana, R. D., V. Cirelli, and J. L. Orgeira, </strong><i> 2000</i>. Abundance and spatial distribution of bird populations at Cierva Point, Antarctic Peninsula. Marine Ornithology 28:21-27.",None
Cierva Point,CIER,48.1,-60.96,-64.157,gentoo penguin,Unknown,Unknown,1996,1996,1041,1,nests,ground,"<strong>Quintana, R. D., V. Cirelli, and J. L. Orgeira, </strong><i> 2000</i>. Abundance and spatial distribution of bird populations at Cierva Point, Antarctic Peninsula. Marine Ornithology 28:21-27.",None
Cierva Point,CIER,48.1,-60.96,-64.157,gentoo penguin,5,1,1998,1997,593,2,nests,ground,"<strong>Favero, M., N. R. Coria, and M. P. Beron, </strong><i> 2000</i>. The status of breeding birds at Cierva Point and surroundings, Danco Coast, Antarctic Peninsula. Polish Polar Research 21:181-187.",None
Cierva Point,CIER,48.1,-60.96,-64.157,gentoo penguin,30,12,2010,2010,2680,1,nests,ground,"<strong>Gonz&#225;lez-Zevallos, D., M. M. Santos, E. F. Rombol&#225;, M. A. Ju&#225;res, and N. R. Coria, </strong><i> 2013</i>. Abundance and breeding distribution of seabirds in the northern part of the Danco Coast, Antarctic Peninsula. Polar Research 32:1-7.",None
Cierva Point,CIER,48.1,-60.96,-64.157,gentoo penguin,2,1,2015,2014,3303,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Cieslak Point,CIPT,48.1,-58.655,-62.009,chinstrap penguin,Unknown,Unknown,1980,1980,955,2,nests,ground,"<strong>Jab&#322;onski, B., </strong><i> 1984a</i>. Distribution and numbers of penguins in the region of King George Island (South Shetland Islands in the breeding season 1980/1981*). Polish Polar Research 5:17-30.",Estimated accuracy.
Cape Lindsey,CLIN,48.1,-55.48,-61.107,chinstrap penguin,18,1,1971,1970,710,4,nests,ground,"<strong>Croxall, J. P. and E. D. Kirkwood, </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey, Cambridge, United Kingdom.",None
Claude Point,CLPT,48.1,-62.6177,-64.116,chinstrap penguin,7,1,1985,1984,190,1,nests,ground,"<strong>Poncet, S. and J. Poncet, </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.",None
Cape Melville,CMEL,48.1,-57.58,-62.022,chinstrap penguin,Unknown,Unknown,1980,1980,9970,2,nests,ground,"<strong>Jab&#322;onski, B., </strong><i> 1984a</i>. Distribution and numbers of penguins in the region of King George Island (South Shetland Islands in the breeding season 1980/1981*). Polish Polar Research 5:17-30.",Referred to as Melville Peninsula in original source; Estimated accuracy.
Cape Melville,CMEL,48.1,-57.58,-62.022,chinstrap penguin,31,1,1987,1986,8500,4,adults,ground,"<strong>Shuford, W. D. and B. Spear, </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island, Antarctica. British Antarctic Survey Bulletin 81:19-30.",None
Cape Murray,CMUR,48.1,-61.6206,-64.3663,chinstrap penguin,9,3,1922,1921,None,None,nests,ground,"<strong>Croxall, J. P. and E. D. Kirkwood, </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey, Cambridge, United Kingdom.",Small but uncounted colony reported here by Bagshawe on 3/9/1922.
Cape Murray,CMUR,48.1,-61.6206,-64.3663,chinstrap penguin,Unknown,1,2016,2015,0,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Cobalescou Island,COBA,48.1,-61.6499,-64.1795,chinstrap penguin,16,12,1971,1971,736,1,nests,ground,"<strong>M&#252;ller-Schwarze, C. and D. M&#252;ller-Schwarze, </strong><i> 1975</i>. A survey of twentyfour rookeries of pygoscelid penguins in the Antarctic Peninsula region. In B. Stonehouse, editor, The biology of penguins, pages 309-320. University Park Press, Baltimore, United States.",None
Cobalescou Island,COBA,48.1,-61.6499,-64.1795,chinstrap penguin,29,1,1986,1985,500,5,nests,ground,"<strong>Poncet, S. and J. Poncet, </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.",None
Cobalescou Island,COBA,48.1,-61.6499,-64.1795,chinstrap penguin,13,12,2011,2011,457,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Cape Conway,CONW,48.1,-61.4224,-62.8415,chinstrap penguin,8,2,1987,1986,400,3,adults,ground,"<strong>Shuford, W. D. and B. Spear, </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island, Antarctica. British Antarctic Survey Bulletin 81:19-30.",None
Cape Conway,CONW,48.1,-61.4224,-62.8415,gentoo penguin,8,2,1987,1986,400,3,nests,ground,"<strong>Shuford, W. D. and B. Spear, </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island, Antarctica. British Antarctic Survey Bulletin 81:19-30.",None
Cornwall Island,CORI,48.1,-59.709,-62.3426,chinstrap penguin,Unknown,Unknown,1987,1987,110,3,nests,None,"<strong>Woehler, E. J., </strong><i> 1993</i>. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research (SCAR), Cambridge, United Kingdom.",None
Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,30,1,1980,1979,1093,1,chicks,ground,"<strong>Parmalee, D. F. and C. C. Rimmer, </strong><i> 1987</i>. Revised penguin numbers and distributions for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76:65-73.",None
Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,11,12,1979,1979,695,1,nests,ground,"<strong>Parmalee, D. F. and C. C. Rimmer, </strong><i> 1987</i>. Revised penguin numbers and distributions for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76:65-73.",None
Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,4,1,1981,1980,890,1,nests,ground,"<strong>Parmalee, D. F. and C. C. Rimmer, </strong><i> 1987</i>. Revised penguin numbers and distributions for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76:65-73.",None
Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,4,2,1981,1980,1052,1,chicks,ground,"<strong>Parmalee, D. F. and C. C. Rimmer, </strong><i> 1987</i>. Revised penguin numbers and distributions for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76:65-73.",None
Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,8,12,1982,1982,795,1,nests,ground,"<strong>Parmalee, D. F. and C. C. Rimmer, </strong><i> 1987</i>. Revised penguin numbers and distributions for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76:65-73.",None
Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,24,12,1983,1983,623,1,nests,ground,"<strong>Parmalee, D. F. and C. C. Rimmer, </strong><i> 1987</i>. Revised penguin numbers and distributions for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76:65-73.",None
Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,13,12,1984,1984,905,1,nests,ground,"<strong>Parmalee, D. F. and C. C. Rimmer, </strong><i> 1987</i>. Revised penguin numbers and distributions for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76:65-73.",None
Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,9,2,1986,1985,880,1,chicks,ground,"<strong>Heimark, G. M. and R. J. Heimark, </strong><i> 1988</i>. Observations of birds and marine mammals at Palmer Station November 1985 to November 1986. Antarctic Journal of the United States 23:14-17.",None
Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,2,12,1985,1985,872,1,nests,ground,"<strong>Parmalee, D. F. and C. C. Rimmer, </strong><i> 1987</i>. Revised penguin numbers and distributions for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76:65-73.",None
Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,17,12,1986,1986,693,1,nests,ground,"<strong>Heimark, G. M. and R. J. Heimark, </strong><i> 1988</i>. Observations of birds and marine mammals at Palmer Station November 1985 to November 1986. Antarctic Journal of the United States 23:14-17.",None
Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,26,1,1992,1991,875,1,chicks,ground,"<strong>Fraser, W. R., </strong><i> ????b</i>. Ad&#233;lie penguin breeding success and chronology studies - relative abundance of one and two chick broods, collected at Palmer Station Antarctica research area, 1991 - present. dataset.",None
Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,26,1,1993,1992,863,1,chicks,ground,"<strong>Fraser, W. R., </strong><i> ????b</i>. Ad&#233;lie penguin breeding success and chronology studies - relative abundance of one and two chick broods, collected at Palmer Station Antarctica research area, 1991 - present. dataset.",None
Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,23,1,1994,1993,847,1,chicks,ground,"<strong>Fraser, W. R., </strong><i> ????b</i>. Ad&#233;lie penguin breeding success and chronology studies - relative abundance of one and two chick broods, collected at Palmer Station Antarctica research area, 1991 - present. dataset.",None
Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,17,1,1995,1994,896,1,chicks,ground,"<strong>Fraser, W. R., </strong><i> ????b</i>. Ad&#233;lie penguin breeding success and chronology studies - relative abundance of one and two chick broods, collected at Palmer Station Antarctica research area, 1991 - present. dataset.",None
Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,18,1,1996,1995,888,1,chicks,ground,"<strong>Fraser, W. R., </strong><i> ????b</i>. Ad&#233;lie penguin breeding success and chronology studies - relative abundance of one and two chick broods, collected at Palmer Station Antarctica research area, 1991 - present. dataset.",None
Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,25,1,1997,1996,802,1,chicks,ground,"<strong>Fraser, W. R., </strong><i> ????b</i>. Ad&#233;lie penguin breeding success and chronology studies - relative abundance of one and two chick broods, collected at Palmer Station Antarctica research area, 1991 - present. dataset.",None
Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,3,2,1998,1997,644,1,chicks,ground,"<strong>Fraser, W. R., </strong><i> ????b</i>. Ad&#233;lie penguin breeding success and chronology studies - relative abundance of one and two chick broods, collected at Palmer Station Antarctica research area, 1991 - present. dataset.",None
Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,23,1,1999,1998,755,1,chicks,ground,"<strong>Fraser, W. R., </strong><i> ????b</i>. Ad&#233;lie penguin breeding success and chronology studies - relative abundance of one and two chick broods, collected at Palmer Station Antarctica research area, 1991 - present. dataset.",None
Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,28,1,2000,1999,665,1,chicks,ground,"<strong>Fraser, W. R., </strong><i> ????b</i>. Ad&#233;lie penguin breeding success and chronology studies - relative abundance of one and two chick broods, collected at Palmer Station Antarctica research area, 1991 - present. dataset.",None
Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,23,1,2001,2000,663,1,chicks,ground,"<strong>Fraser, W. R., </strong><i> ????b</i>. Ad&#233;lie penguin breeding success and chronology studies - relative abundance of one and two chick broods, collected at Palmer Station Antarctica research area, 1991 - present. dataset.",None
Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,25,1,2002,2001,174,1,chicks,ground,"<strong>Fraser, W. R., </strong><i> ????b</i>. Ad&#233;lie penguin breeding success and chronology studies - relative abundance of one and two chick broods, collected at Palmer Station Antarctica research area, 1991 - present. dataset.",None
Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,25,1,2003,2002,399,1,chicks,ground,"<strong>Fraser, W. R., </strong><i> ????b</i>. Ad&#233;lie penguin breeding success and chronology studies - relative abundance of one and two chick broods, collected at Palmer Station Antarctica research area, 1991 - present. dataset.",None
Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,23,1,2004,2003,332,1,chicks,ground,"<strong>Fraser, W. R., </strong><i> ????b</i>. Ad&#233;lie penguin breeding success and chronology studies - relative abundance of one and two chick broods, collected at Palmer Station Antarctica research area, 1991 - present. dataset.",None
Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,27,1,2005,2004,227,1,chicks,ground,"<strong>Fraser, W. R., </strong><i> ????b</i>. Ad&#233;lie penguin breeding success and chronology studies - relative abundance of one and two chick broods, collected at Palmer Station Antarctica research area, 1991 - present. dataset.",None
Cieslak Point (west),CPTW,48.1,-58.689,-62.012,chinstrap penguin,Unknown,Unknown,1980,1980,280,2,nests,ground,"<strong>Jab&#322;onski, B., </strong><i> 1984a</i>. Distribution and numbers of penguins in the region of King George Island (South Shetland Islands in the breeding season 1980/1981*). Polish Polar Research 5:17-30.",Estimated accuracy.
Crab Beach,CRAB,48.1,-55.17,-61.246,chinstrap penguin,18,1,1971,1970,4150,3,nests,ground,"<strong>Croxall, J. P. and E. D. Kirkwood, </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey, Cambridge, United Kingdom.",None
Near Craggy Point (Sugarloaf Island),CRAG,48.1,-54.186,-61.302,chinstrap penguin,21,1,1977,1976,1200,5,nests,ground,"<strong>Croxall, J. P. and E. D. Kirkwood, </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey, Cambridge, United Kingdom.",None
Cresta Run Bay,CRBA,48.1,-55.359,-61.236,chinstrap penguin,18,1,1971,1970,815,3,nests,ground,"<strong>Croxall, J. P. and E. D. Kirkwood, </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey, Cambridge, United Kingdom.",None
Cornwallis Island,CRWL,48.1,-54.4641,-61.0724,chinstrap penguin,12,2,1977,1976,2200,4,nests,ground,"<strong>Croxall, J. P. and E. D. Kirkwood, </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey, Cambridge, United Kingdom.",None
Cuverville Island,CUVE,48.1,-62.626,-64.684,chinstrap penguin,14,12,1971,1971,37,1,nests,ground,"<strong>M&#252;ller-Schwarze, C. and D. M&#252;ller-Schwarze, </strong><i> 1975</i>. A survey of twentyfour rookeries of pygoscelid penguins in the Antarctic Peninsula region. In B. Stonehouse, editor, The biology of penguins, pages 309-320. University Park Press, Baltimore, United States.",None
Cuverville Island,CUVE,48.1,-62.626,-64.684,chinstrap penguin,30,1,1986,1985,1,1,chicks,ground,"<strong>Poncet, S. and J. Poncet, </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.",None
Cuverville Island,CUVE,48.1,-62.626,-64.684,gentoo penguin,30,1,1986,1985,3700,3,chicks,ground,"<strong>Poncet, S. and J. Poncet, </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.",None
Cuverville Island,CUVE,48.1,-62.626,-64.684,gentoo penguin,Unknown,Unknown,1988,1988,3200,1,nests,ground,"<strong>Woehler, E. J., </strong><i> 1993</i>. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research (SCAR), Cambridge, United Kingdom.",None
Cuverville Island,CUVE,48.1,-62.626,-64.684,gentoo penguin,Unknown,Unknown,1988,1988,2535,3,nests,ground,"<strong>Woehler, E. J. and J. P. Croxall, </strong><i> 1997</i>. The status and trends of Antarctic and sub-Antarctic seabirds. Marine Ornithology 25:43-66.",None
Cuverville Island,CUVE,48.1,-62.626,-64.684,gentoo penguin,24,12,1992,1992,4294,1,nests,ground,"<strong>Aguirre, C. A., </strong><i> 1995</i>. Distribution and abundance of birds at Potter Peninsula, 25 de Mayo (King George) Island, South Shetland Islands, Antarctica. Marine Ornithology 23:23-31. ",None
Cuverville Island,CUVE,48.1,-62.626,-64.684,gentoo penguin,Unknown,Unknown,1993,1993,4421,1,nests,ground,"<strong>Woehler, E. J. and J. P. Croxall, </strong><i> 1997</i>. The status and trends of Antarctic and sub-Antarctic seabirds. Marine Ornithology 25:43-66.",None
Cuverville Island,CUVE,48.1,-62.626,-64.684,gentoo penguin,Unknown,Unknown,1994,1994,4818,1,nests,ground,"<strong>Woehler, E. J. and J. P. Croxall, </strong><i> 1997</i>. The status and trends of Antarctic and sub-Antarctic seabirds. Marine Ornithology 25:43-66.",None
Cuverville Island,CUVE,48.1,-62.626,-64.684,chinstrap penguin,21,12,2003,2003,0,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Cuverville Island,CUVE,48.1,-62.626,-64.684,gentoo penguin,21,12,2003,2003,5990,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
