YEAR,PROJECT,SPECIES,DATE,WT_MALE,WT_FEMALE,WT_E1,VOL_E1
2012-13,COPA,ADPE,11/3/2012,4400,3500,118,105.928962
2012-13,COPA,ADPE,11/3/2012,4600,2800,118,101.2959636
2012-13,COPA,ADPE,11/3/2012,4500,3300,96,85.62486682
2012-13,COPA,ADPE,11/3/2012,3900,3300,106,92.5035561
2012-13,COPA,ADPE,11/3/2012,3900,3400,130,112.775808
2012-13,COPA,ADPE,11/3/2012,4900,3300,126,113.6787456
2012-13,COPA,ADPE,11/3/2012,4200,3150,106,96.7524905
2012-13,COPA,ADPE,11/3/2012,4100,3400,136,109.6408228
2012-13,COPA,ADPE,11/3/2012,4400,3600,137,123.7548856
2012-13,COPA,ADPE,11/3/2012,4200,3400,117,105.5661235
2012-13,COPA,ADPE,11/3/2012,4100,3100,113,100.77696
2012-13,COPA,ADPE,11/3/2012,4250,3200,106,95.33590938
2012-13,COPA,ADPE,11/3/2012,4500,3400,121,108.3053261
2012-13,COPA,ADPE,11/3/2012,3900,3500,128,117.3353472
2012-13,COPA,ADPE,11/3/2012,5100,3500,101,91.54191974
2012-13,COPA,ADPE,11/3/2012,4400,3900,136,122.4392417
2012-13,COPA,ADPE,11/3/2012,3900,3400,129,118.7589652
2012-13,COPA,ADPE,11/3/2012,4500,3600,119,105.9130286
2012-13,COPA,ADPE,11/3/2012,3800,3150,123,114.7174595
2012-13,COPA,ADPE,11/3/2012,4700,3900,105,97.1882496
2012-13,COPA,ADPE,11/3/2012,4300,4200,134,121.37376
2012-13,COPA,ADPE,11/3/2012,3700,3600,124,115.1328911
2012-13,COPA,ADPE,11/3/2012,4200,3300,114,105.0467231
2012-13,COPA,ADPE,11/3/2012,4200,4000,126,116.9528888
2012-13,COPA,ADPE,11/3/2012,4200,3700,123,112.4234173
2012-13,COPA,ADPE,11/3/2012,4600,3900,136,124.6060027
2012-13,COPA,ADPE,11/3/2012,4500,3500,108,96.40265933
2012-13,COPA,ADPE,11/3/2012,4600,3600,113,101.8998144
2012-13,COPA,ADPE,11/3/2012,4300,3500,118,108.7908086
2012-13,COPA,ADPE,11/3/2012,4200,3800,114,102.46558
2012-13,COPA,ADPE,11/3/2012,3900,3800,124,111.9903206
2013-14,COPA,ADPE,NA,NA,NA,NA,NA
2014-15,COPA,ADPE,NA,NA,NA,NA,NA
1991-92,COPA,CHPE,11/25/1991,3750,3100,90,83.29759949
1991-92,COPA,CHPE,11/25/1991,4400,3650,88,88.5288535
1991-92,COPA,CHPE,11/25/1991,4150,3400,110,98.0784
1991-92,COPA,CHPE,11/25/1991,3850,3700,125,113.8016174
1991-92,COPA,CHPE,11/25/1991,4250,3700,112,101.2908933
1991-92,COPA,CHPE,11/25/1991,3800,3650,95,83.0497536
1991-92,COPA,CHPE,11/25/1991,3900,3300,116,104.8376771
1991-92,COPA,CHPE,11/25/1991,4100,3700,96,86.56128
1991-92,COPA,CHPE,11/25/1991,3900,3000,98,88.4256768
1991-92,COPA,CHPE,11/25/1991,4600,3500,111,101.8707215
1991-92,COPA,CHPE,11/25/1991,4100,3800,99,89.4910464
1991-92,COPA,CHPE,11/25/1991,3950,3600,110,101.6322785
1991-92,COPA,CHPE,11/25/1991,3800,3500,118,105.9512745
1991-92,COPA,CHPE,11/25/1991,3850,3250,93,83.56916736
1991-92,COPA,CHPE,11/25/1991,4000,3250,97,85.525184
1991-92,COPA,CHPE,11/25/1991,3800,3500,104,93.45024
1991-92,COPA,CHPE,11/25/1991,4100,3300,133,122.6435727
1991-92,COPA,CHPE,11/25/1991,3750,3700,114,101.7619108
1991-92,COPA,CHPE,11/25/1991,3900,3400,96,89.8964224
1991-92,COPA,CHPE,11/25/1991,3800,3400,95,83.23596288
1991-92,COPA,CHPE,11/25/1991,3900,3750,123,110.8692864
1991-92,COPA,CHPE,11/25/1991,3800,3100,109,101.04192
1991-92,COPA,CHPE,11/25/1991,3700,3300,92,82.06056653
1991-92,COPA,CHPE,11/25/1991,3750,3300,105,91.0304512
1991-92,COPA,CHPE,11/25/1991,4250,3450,86,79.90528
1991-92,COPA,CHPE,11/25/1991,4000,3950,114,100.7248502
1991-92,COPA,CHPE,11/25/1991,4000,3650,111,100.9600461
1991-92,COPA,CHPE,11/25/1991,4150,3450,109,94.42785792
1991-92,COPA,CHPE,11/25/1991,4250,3500,116,107.8939054
1991-92,COPA,CHPE,11/25/1991,3000,3450,91,83.6971648
1991-92,COPA,CHPE,11/25/1991,3750,3850,106,94.01730202
1991-92,COPA,CHPE,11/25/1991,3550,3450,101,88.789504
1991-92,COPA,CHPE,11/25/1991,4000,3900,106,94.47171686
1991-92,COPA,CHPE,11/25/1991,4100,3300,91,82.41795072
1991-92,COPA,CHPE,11/25/1991,3900,3400,101,90.41544346
1991-92,COPA,CHPE,11/25/1991,4450,3600,111,98.82978714
1991-92,COPA,CHPE,11/25/1991,3550,3500,116,104.7470177
1991-92,COPA,CHPE,11/25/1991,4300,3750,96,84.89565952
1991-92,COPA,CHPE,11/25/1991,3950,3650,91,81.8691456
1991-92,COPA,CHPE,11/25/1991,2550,2550,96,86.40869171
1991-92,COPA,CHPE,11/25/1991,3950,3750,91,79.17270426
1991-92,COPA,CHPE,11/25/1991,5200,3550,111,100.9008
1991-92,COPA,CHPE,11/25/1991,3900,3550,96,81.63335373
1991-92,COPA,CHPE,11/25/1991,4400,4000,106,94.19055104
1991-92,COPA,CHPE,11/25/1991,3900,3350,NA,NA
1991-92,COPA,CHPE,11/25/1991,4000,4250,126,112.4672026
1991-92,COPA,CHPE,11/25/1991,4350,2750,101,89.01896602
1991-92,COPA,CHPE,11/25/1991,4100,3350,71,61.58652826
1991-92,COPA,CHPE,11/25/1991,4100,2700,96,86.3115264
1991-92,COPA,CHPE,11/25/1991,3750,3300,101,91.65925786
1992-93,COPA,CHPE,11/23/1992,4300,3400,90,81.28
1992-93,COPA,CHPE,11/23/1992,3800,3800,113,123.7764014
1992-93,COPA,CHPE,11/23/1992,4100,3500,104,93.06588774
1992-93,COPA,CHPE,11/23/1992,4100,3800,95,84.352
1992-93,COPA,CHPE,11/23/1992,4100,3500,105,89.79166003
1992-93,COPA,CHPE,11/23/1992,4100,3500,93,83.10590669
1992-93,COPA,CHPE,11/23/1992,4100,3300,105,90.7127168
1992-93,COPA,CHPE,11/23/1992,3800,3300,113,101.8521825
1992-93,COPA,CHPE,11/23/1992,3700,3400,106,93.8100096
1992-93,COPA,CHPE,11/23/1992,3700,3600,97,89.00657562
1992-93,COPA,CHPE,11/23/1992,3500,3500,93,86.70465229
1992-93,COPA,CHPE,11/23/1992,3300,3200,95,86.06037402
1992-93,COPA,CHPE,11/23/1992,4300,3500,105,95.17463142
1992-93,COPA,CHPE,11/23/1992,3900,3500,77,85.02935347
1992-93,COPA,CHPE,11/23/1992,4100,3500,100,99.9451904
1992-93,COPA,CHPE,11/23/1992,3600,3500,110,101.6064
1992-93,COPA,CHPE,11/23/1992,3900,3400,117,100.9710208
1992-93,COPA,CHPE,11/23/1992,4200,3400,95,84.29815398
1992-93,COPA,CHPE,11/23/1992,3600,3500,102,89.30755994
1992-93,COPA,CHPE,11/23/1992,4300,3800,125,109.9352883
1992-93,COPA,CHPE,11/23/1992,3900,4100,105,96.8676992
1992-93,COPA,CHPE,11/23/1992,3400,3500,87,78.37206784
1992-93,COPA,CHPE,11/23/1992,4200,3600,107,99.69690214
1992-93,COPA,CHPE,11/23/1992,3500,3600,107,93.019712
1992-93,COPA,CHPE,11/23/1992,4000,3400,113,93.61242317
1992-93,COPA,CHPE,11/23/1992,3500,3600,125,112.305174
1992-93,COPA,CHPE,11/23/1992,3400,3600,100,91.222272
1992-93,COPA,CHPE,11/23/1992,4000,3600,105,99.61143091
1992-93,COPA,CHPE,11/23/1992,3500,3400,107,99.30233651
1992-93,COPA,CHPE,11/23/1992,3900,3400,96,86.2272553
1992-93,COPA,CHPE,11/23/1992,4100,3500,112,108.1036227
1992-93,COPA,CHPE,11/23/1992,3500,3000,80,53.85580288
1992-93,COPA,CHPE,11/23/1992,4000,3300,107,97.93728922
1992-93,COPA,CHPE,11/23/1992,4100,3900,108,95.256
1992-93,COPA,CHPE,11/23/1992,3400,3900,97,84.4305408
1992-93,COPA,CHPE,11/23/1992,3400,3600,107,111.3048192
1992-93,COPA,CHPE,11/23/1992,3700,3400,97,87.03849267
1992-93,COPA,CHPE,11/23/1992,4100,3500,96,84.4297344
1992-93,COPA,CHPE,11/23/1992,4300,3600,120,105.6101939
1992-93,COPA,CHPE,11/23/1992,3600,3300,100,83.6088791
1992-93,COPA,CHPE,11/23/1992,3400,3700,99,90.20164096
1992-93,COPA,CHPE,11/23/1992,3700,3300,93,83.6088791
1992-93,COPA,CHPE,11/23/1992,3500,3300,85,78.3071744
1992-93,COPA,CHPE,11/23/1992,3800,3800,115,99.43906509
1992-93,COPA,CHPE,11/23/1992,3800,3600,110,100.3191665
1992-93,COPA,CHPE,11/23/1992,3800,3800,115,106.2051809
1992-93,COPA,CHPE,11/23/1992,3600,3600,90,82.08808653
1992-93,COPA,CHPE,11/23/1992,4400,3400,95,83.712
1992-93,COPA,CHPE,11/23/1992,4100,4000,115,86.0285952
1992-93,COPA,CHPE,11/23/1992,3900,3600,95,83.3473536
1993-94,COPA,CHPE,11/23/1993,3400,3100,90,81.95982541
1993-94,COPA,CHPE,11/23/1993,3150,3500,92,80.29908173
1993-94,COPA,CHPE,11/23/1993,4000,2900,97,88.31526502
1993-94,COPA,CHPE,11/23/1993,3800,3600,103,91.86912
1993-94,COPA,CHPE,11/23/1993,4000,3500,93,83.92705229
1993-94,COPA,CHPE,11/23/1993,3750,3600,105,95.71009946
1993-94,COPA,CHPE,11/23/1993,4700,3100,104,94.70156186
1993-94,COPA,CHPE,11/23/1993,3700,3300,89,78.02296934
1993-94,COPA,CHPE,11/23/1993,3400,3600,95,84.6111744
1993-94,COPA,CHPE,11/23/1993,4750,3200,112,101.5940316
1993-94,COPA,CHPE,11/23/1993,3800,3500,95,85.61944166
1993-94,COPA,CHPE,11/23/1993,3700,3700,116,105.2208896
1993-94,COPA,CHPE,11/23/1993,3650,3900,116,103.7906739
1993-94,COPA,CHPE,11/23/1993,3700,3300,119,105.3674368
1993-94,COPA,CHPE,11/23/1993,3600,3700,110,98.11191398
1993-94,COPA,CHPE,11/23/1993,4350,3500,112,100.5411502
1993-94,COPA,CHPE,11/23/1993,3400,3300,80,71.056768
1993-94,COPA,CHPE,11/23/1993,4000,3300,93,89.01896602
1993-94,COPA,CHPE,11/23/1993,3700,3800,113,106.2957312
1993-94,COPA,CHPE,11/23/1993,4100,3500,98,96.26315674
1993-94,COPA,CHPE,11/23/1993,4750,3100,125,114.1687624
1993-94,COPA,CHPE,11/23/1993,4100,3950,106,96.58116915
1993-94,COPA,CHPE,11/23/1993,3800,3750,104,94.62761882
1993-94,COPA,CHPE,11/23/1993,3800,3500,109,98.32160307
1993-94,COPA,CHPE,11/23/1993,3400,3000,92,84.1816279
1993-94,COPA,CHPE,11/23/1993,3900,3000,101,92.47601459
1993-94,COPA,CHPE,11/23/1993,3600,3400,122,112.3899494
1993-94,COPA,CHPE,11/23/1993,3900,3400,107,80.97575731
1993-94,COPA,CHPE,11/23/1993,3600,3550,107,94.95176294
1993-94,COPA,CHPE,11/23/1993,3800,3700,109,95.988416
1993-94,COPA,CHPE,11/23/1993,4400,3200,100,90.47026381
1993-94,COPA,CHPE,11/23/1993,3500,3800,112,100.131627
1993-94,COPA,CHPE,11/23/1993,3900,3300,112,93.3396992
1993-94,COPA,CHPE,11/23/1993,3750,3150,100,88.26951936
1993-94,COPA,CHPE,11/23/1993,3350,4300,101,93.88045005
1993-94,COPA,CHPE,11/23/1993,4000,3350,110,101.5025357
1993-94,COPA,CHPE,11/23/1993,4300,3750,118,104.8664602
1993-94,COPA,CHPE,11/23/1993,3900,3600,115,94.50489856
1993-94,COPA,CHPE,11/23/1993,3900,3600,118,103.0564086
1993-94,COPA,CHPE,11/23/1993,3850,3500,115,91.69081856
1993-94,COPA,CHPE,11/23/1993,3700,3500,112,100.0955904
1993-94,COPA,CHPE,11/23/1993,3900,3800,116,96.63322522
1993-94,COPA,CHPE,11/23/1993,3750,3300,122,111.3190892
1993-94,COPA,CHPE,11/23/1993,3700,3600,120,106.0634624
1993-94,COPA,CHPE,11/23/1993,4000,3750,102,91.1185792
1993-94,COPA,CHPE,11/23/1993,3800,3200,115,93.9702784
1993-94,COPA,CHPE,11/23/1993,3500,3400,95,85.62486682
1993-94,COPA,CHPE,11/23/1993,4100,3500,82,71.85158042
1993-94,COPA,CHPE,11/23/1993,4000,3800,110,117.9877079
1993-94,COPA,CHPE,11/23/1993,4000,3800,114,93.8448
1994-95,COPA,CHPE,11/28/1994,3900,3400,98,87.0642432
1994-95,COPA,CHPE,11/28/1994,3600,3400,114,101.2880425
1994-95,COPA,CHPE,11/28/1994,4400,3200,102,89.72646349
1994-95,COPA,CHPE,11/28/1994,4400,3100,88,75.84930202
1994-95,COPA,CHPE,11/28/1994,4000,3700,110,97.51252582
1994-95,COPA,CHPE,11/28/1994,3900,3500,113,101.0692137
1994-95,COPA,CHPE,11/28/1994,3500,3400,98,86.13844378
1994-95,COPA,CHPE,11/28/1994,3600,3200,93,80.80677274
1994-95,COPA,CHPE,11/28/1994,3700,3200,101,89.75232
1994-95,COPA,CHPE,11/28/1994,3900,3700,97,85.525184
1994-95,COPA,CHPE,11/28/1994,3400,3400,95,85.96573286
1994-95,COPA,CHPE,11/28/1994,4100,3200,107,94.3763968
1994-95,COPA,CHPE,11/28/1994,3600,3600,101,90.74664346
1994-95,COPA,CHPE,11/28/1994,3400,3300,101,89.84775475
1994-95,COPA,CHPE,11/28/1994,3900,3300,94,85.42676275
1994-95,COPA,CHPE,11/28/1994,3600,3400,101,87.9244288
1994-95,COPA,CHPE,11/28/1994,3700,3700,113,103.4094413
1994-95,COPA,CHPE,11/28/1994,3700,3400,103,92.63657779
1994-95,COPA,CHPE,11/28/1994,3500,3500,109,97.453888
1994-95,COPA,CHPE,11/28/1994,4000,3000,109,100.0099123
1994-95,COPA,CHPE,11/28/1994,4400,3100,123,110.7957658
1994-95,COPA,CHPE,11/28/1994,3700,3600,96,84.64108749
1994-95,COPA,CHPE,11/28/1994,3900,3800,115,101.2017398
1994-95,COPA,CHPE,11/28/1994,3900,3000,109,98.517248
1994-95,COPA,CHPE,11/28/1994,3800,3100,106,93.51762739
1994-95,COPA,CHPE,11/28/1994,4550,3000,89,79.24428902
1994-95,COPA,CHPE,11/28/1994,3600,3300,114,102.2657126
1994-95,COPA,CHPE,11/28/1994,4900,3750,82,92.38828442
1994-95,COPA,CHPE,11/28/1994,4050,3600,108,96.10272
1994-95,COPA,CHPE,11/28/1994,3850,3550,92,87.00759245
1994-95,COPA,CHPE,11/28/1994,3250,2850,84,76.44413952
1994-95,COPA,CHPE,11/28/1994,4200,3500,98,89.63803904
1994-95,COPA,CHPE,11/28/1994,3650,3500,98,90.2900736
1994-95,COPA,CHPE,11/28/1994,3950,3350,100,92.4767744
1994-95,COPA,CHPE,11/28/1994,3950,3650,97,87.73771264
1994-95,COPA,CHPE,11/28/1994,3650,3650,102,92.0691456
1994-95,COPA,CHPE,11/28/1994,3900,3400,102,91.5766743
1994-95,COPA,CHPE,11/28/1994,4050,3500,110,97.63238707
1994-95,COPA,CHPE,11/28/1994,4100,3500,86,76.40531917
1994-95,COPA,CHPE,11/28/1994,4050,3650,110,98.88936192
1994-95,COPA,CHPE,11/28/1994,3900,3550,110,99.88365107
1994-95,COPA,CHPE,11/28/1994,4200,3100,95,87.0939648
1995-96,COPA,CHPE,11/20/1995,4200,2900,98,89.25478912
1995-96,COPA,CHPE,11/20/1995,4200,3500,102,91.40096
1995-96,COPA,CHPE,11/20/1995,3700,3700,100,91.94122445
1995-96,COPA,CHPE,11/20/1995,3700,3600,108,96.91136
1995-96,COPA,CHPE,11/20/1995,3700,3400,92,79.8911785
1995-96,COPA,CHPE,11/20/1995,4100,3700,104,93.79027354
1995-96,COPA,CHPE,11/20/1995,3600,3400,102,90.62979584
1995-96,COPA,CHPE,11/20/1995,3800,3500,104,94.142464
1995-96,COPA,CHPE,11/20/1995,3800,3600,106,94.02391757
1995-96,COPA,CHPE,11/20/1995,4050,3400,112,100.8414858
1995-96,COPA,CHPE,11/20/1995,3500,3000,114,101.469911
1995-96,COPA,CHPE,11/20/1995,4400,3400,98,90.9582336
1995-96,COPA,CHPE,11/20/1995,4500,3200,99,80.22976102
1995-96,COPA,CHPE,11/20/1995,4300,3400,112,103.016448
1995-96,COPA,CHPE,11/20/1995,3700,3300,106,93.32093747
1995-96,COPA,CHPE,11/20/1995,3800,3600,106,98.36064
1995-96,COPA,CHPE,11/20/1995,3800,3650,110,99.2894976
1995-96,COPA,CHPE,11/20/1995,3900,3500,106,95.45579725
1995-96,COPA,CHPE,11/20/1995,4100,3700,114,104.50944
1995-96,COPA,CHPE,11/20/1995,3900,3300,100,90.73118413
1995-96,COPA,CHPE,11/20/1995,3600,3300,98,89.06481101
1995-96,COPA,CHPE,11/20/1995,4100,3300,90,81.35150182
1995-96,COPA,CHPE,11/20/1995,4000,3400,98,91.47946803
1995-96,COPA,CHPE,11/20/1995,4000,3500,106,97.8935296
1995-96,COPA,CHPE,11/20/1995,4000,3300,99,77.1208233
1995-96,COPA,CHPE,11/20/1995,3900,3700,91,120.9633014
1995-96,COPA,CHPE,11/20/1995,3700,3600,110,99.5055488
1995-96,COPA,CHPE,11/20/1995,3900,3700,111,100.9789952
1995-96,COPA,CHPE,11/20/1995,3900,3700,104,94.6349015
1995-96,COPA,CHPE,11/20/1995,3800,3550,115,102.4029716
1995-96,COPA,CHPE,11/20/1995,3800,3400,88,81.6697728
1995-96,COPA,CHPE,11/20/1995,3900,3800,96,84.56241152
1995-96,COPA,CHPE,11/20/1995,4200,3500,106,94.7850496
1995-96,COPA,CHPE,11/20/1995,3700,4000,90,83.2
1995-96,COPA,CHPE,11/20/1995,4300,3700,113,102.0496696
1995-96,COPA,CHPE,11/20/1995,4300,3500,115,101.8174976
1995-96,COPA,CHPE,11/20/1995,4200,4000,112,102.58304
1995-96,COPA,CHPE,11/20/1995,3900,3600,106,95.05259315
1995-96,COPA,CHPE,11/20/1995,3900,3500,114,103.9965553
1995-96,COPA,CHPE,11/20/1995,4350,3700,110,99.2536791
1995-96,COPA,CHPE,11/20/1995,3600,3400,100,92.0212992
1995-96,COPA,CHPE,11/20/1995,4200,3500,110,95.89467648
1995-96,COPA,CHPE,11/20/1995,3800,3300,107,97.06143744
1995-96,COPA,CHPE,11/20/1995,4700,3850,106,99.58726042
1995-96,COPA,CHPE,11/20/1995,4000,3900,110,99.43906509
1995-96,COPA,CHPE,11/20/1995,3800,3700,107,94.70336717
1995-96,COPA,CHPE,11/20/1995,4300,3600,104,93.90938522
1995-96,COPA,CHPE,11/20/1995,4350,3550,107,96.54217114
1995-96,COPA,CHPE,11/20/1995,3400,3000,96,77.24076237
1995-96,COPA,CHPE,11/20/1995,3650,3600,101,92.38828442
1996-97,COPA,CHPE,11/15/1996,4000,3400,90,80.88501658
1996-97,COPA,CHPE,11/15/1996,4000,3600,106,95.59638016
1996-97,COPA,CHPE,11/15/1996,3700,3150,100,119.5539164
1996-97,COPA,CHPE,11/15/1996,3900,3350,98,88.31526502
1996-97,COPA,CHPE,11/15/1996,3500,3300,104,92.32062874
1996-97,COPA,CHPE,11/15/1996,3800,3300,103,91.33645824
1996-97,COPA,CHPE,11/15/1996,3800,3500,108,96.20501299
1996-97,COPA,CHPE,11/15/1996,4100,3800,118,105.9536256
1996-97,COPA,CHPE,11/15/1996,4100,3350,119,108.1556756
1996-97,COPA,CHPE,11/15/1996,3400,3300,91,81.34134221
1996-97,COPA,CHPE,11/15/1996,3800,2900,102,91.22069146
1996-97,COPA,CHPE,11/15/1996,4100,2900,109,98.8495872
1996-97,COPA,CHPE,11/15/1996,3800,3600,92,83.29461094
1996-97,COPA,CHPE,11/15/1996,3800,3300,101,102.4854589
1996-97,COPA,CHPE,11/15/1996,3850,3400,97,86.9607936
1996-97,COPA,CHPE,11/15/1996,3800,3500,118,108.4363822
1996-97,COPA,CHPE,11/15/1996,3700,3300,101,89.57494784
1996-97,COPA,CHPE,11/15/1996,3900,3500,102,91.22157363
1996-97,COPA,CHPE,11/15/1996,3700,3600,98,89.0816512
1996-97,COPA,CHPE,11/15/1996,3700,3600,98,90.70531174
1996-97,COPA,CHPE,11/15/1996,3700,3700,116,105.8070784
1996-97,COPA,CHPE,11/15/1996,3700,3650,102,91.82949376
1996-97,COPA,CHPE,11/15/1996,3300,3300,104,110.3848166
1996-97,COPA,CHPE,11/15/1996,3700,3600,116,104.3258004
1996-97,COPA,CHPE,11/15/1996,4100,3900,108,97.453888
1996-97,COPA,CHPE,11/15/1996,4400,3500,92,81.8691456
1996-97,COPA,CHPE,11/15/1996,3600,3400,105,92.340736
1996-97,COPA,CHPE,11/15/1996,3700,3500,117,103.6599091
1996-97,COPA,CHPE,11/15/1996,3400,3200,105,93.55129446
1996-97,COPA,CHPE,11/15/1996,3500,3400,107,95.71009946
1996-97,COPA,CHPE,11/15/1996,3900,3500,97,89.67104307
1996-97,COPA,CHPE,11/15/1996,4200,3100,110,95.29776691
1996-97,COPA,CHPE,11/15/1996,3900,3300,111,103.4801316
1996-97,COPA,CHPE,11/15/1996,3700,3500,104,89.7122304
1996-97,COPA,CHPE,11/15/1996,4000,2800,100,127.7782769
1996-97,COPA,CHPE,11/15/1996,4000,3900,116,103.653375
1996-97,COPA,CHPE,11/15/1996,3700,3400,98,84.563712
1996-97,COPA,CHPE,11/15/1996,3400,3300,98,92.2042368
1996-97,COPA,CHPE,11/15/1996,3900,3800,109,97.2844544
1996-97,COPA,CHPE,11/15/1996,3700,3500,96,84.97863885
1996-97,COPA,CHPE,11/15/1996,3700,3300,95,85.42625997
1996-97,COPA,CHPE,11/15/1996,3700,3650,106,95.9062999
1996-97,COPA,CHPE,11/15/1996,3900,3500,105,94.2809088
1996-97,COPA,CHPE,11/15/1996,4300,3600,116,98.9953065
1996-97,COPA,CHPE,11/15/1996,3700,3500,100,88.50539622
1996-97,COPA,CHPE,11/15/1996,4300,3700,98,92.28125389
1996-97,COPA,CHPE,11/15/1996,3900,3200,98,87.76921395
1996-97,COPA,CHPE,11/15/1996,3800,3800,100,93.11512064
1996-97,COPA,CHPE,11/15/1996,3400,3250,101,89.93115546
1996-97,COPA,CHPE,11/15/1996,3700,3400,109,95.6192256
1997-98,COPA,CHPE,11/25/1997,3500,3600,112,101.523456
1997-98,COPA,CHPE,11/25/1997,3900,3250,83,73.728
1997-98,COPA,CHPE,11/25/1997,3850,3500,95,85.1334656
1997-98,COPA,CHPE,11/25/1997,3800,3600,92,82.08980582
1997-98,COPA,CHPE,11/25/1997,3750,3250,102,89.50169805
1997-98,COPA,CHPE,11/25/1997,4100,3400,107,97.3666816
1997-98,COPA,CHPE,11/25/1997,3450,3600,111,99.58565274
1997-98,COPA,CHPE,11/25/1997,3400,3350,106,94.47171686
1997-98,COPA,CHPE,11/25/1997,3300,3850,92,82.9243008
1997-98,COPA,CHPE,11/25/1997,3950,3350,108,96.03365427
1997-98,COPA,CHPE,11/25/1997,3950,3250,113,104.172608
1997-98,COPA,CHPE,11/25/1997,3650,3600,119,110.098047
1997-98,COPA,CHPE,11/25/1997,4000,3450,109,98.0327936
1997-98,COPA,CHPE,11/25/1997,3950,4000,130,114.0234624
1997-98,COPA,CHPE,11/25/1997,3750,3600,120,108.10624
1997-98,COPA,CHPE,11/25/1997,4000,3200,95,86.7003392
1997-98,COPA,CHPE,11/25/1997,3100,3100,114,104.4788756
1997-98,COPA,CHPE,11/25/1997,3800,3750,99,89.05478963
1997-98,COPA,CHPE,11/25/1997,3800,3200,91,84.32744141
1997-98,COPA,CHPE,11/25/1997,3850,4000,112,101.2965381
1997-98,COPA,CHPE,11/25/1997,3600,3850,102,92.98727987
1997-98,COPA,CHPE,11/25/1997,3700,3000,128,117.8533888
1997-98,COPA,CHPE,11/25/1997,3600,3300,108,97.0498048
1997-98,COPA,CHPE,11/25/1997,4500,3700,100,93.8655744
1997-98,COPA,CHPE,11/25/1997,3650,3300,103,92.38828442
1997-98,COPA,CHPE,11/22/1997,4200,3400,102,93.10865818
1997-98,COPA,CHPE,11/22/1997,3600,3500,94,82.74004429
1997-98,COPA,CHPE,11/22/1997,4100,2950,108,95.256
1997-98,COPA,CHPE,11/22/1997,3800,3200,102,91.94122445
1997-98,COPA,CHPE,11/22/1997,3400,3400,110,106.2957312
1997-98,COPA,CHPE,11/22/1997,4100,3200,114,93.7688023
1997-98,COPA,CHPE,11/22/1997,4100,3300,128,109.7432607
1997-98,COPA,CHPE,11/22/1997,3400,3200,113,95.09180979
1997-98,COPA,CHPE,11/22/1997,3700,3300,99,86.2949376
1997-98,COPA,CHPE,11/22/1997,3500,2850,105,90.08727091
1997-98,COPA,CHPE,11/22/1997,3600,3000,100,89.071488
1997-98,COPA,CHPE,11/22/1997,3400,3200,111,99.86391245
1997-98,COPA,CHPE,11/22/1997,3900,3500,115,104.532609
1997-98,COPA,CHPE,11/22/1997,3800,3000,102,90.37607731
1997-98,COPA,CHPE,11/22/1997,3700,3550,114,101.6159109
1997-98,COPA,CHPE,11/22/1997,3950,3100,105,91.9273472
1997-98,COPA,CHPE,11/22/1997,4200,3850,101,91.04558131
1997-98,COPA,CHPE,11/22/1997,3850,3600,100,89.95290112
1997-98,COPA,CHPE,11/22/1997,3900,3250,107,97.57272115
1997-98,COPA,CHPE,11/22/1997,3900,3550,111,97.96591411
1997-98,COPA,CHPE,11/22/1997,4500,3900,112,103.2038047
1997-98,COPA,CHPE,11/22/1997,3300,3250,105,95.98733107
1997-98,COPA,CHPE,11/22/1997,3700,3350,119,106.7306204
1997-98,COPA,CHPE,11/22/1997,3650,3650,105,91.86432051
1997-98,COPA,CHPE,11/22/1997,3700,3900,102,88.2925056
1998-99,COPA,CHPE,11/20/1998,4500,3250,100,93.34705357
1998-99,COPA,CHPE,11/20/1998,4100,3900,106,97.74409728
1998-99,COPA,CHPE,11/20/1998,4300,3050,92,NA
1998-99,COPA,CHPE,11/20/1998,3600,3550,101,93.20647066
1998-99,COPA,CHPE,11/20/1998,3600,3500,91,83.37552896
1998-99,COPA,CHPE,11/20/1998,4000,3500,80,74.55834419
1998-99,COPA,CHPE,11/20/1998,4800,3600,99,90.982784
1998-99,COPA,CHPE,11/20/1998,4250,4100,115,108.7908086
1998-99,COPA,CHPE,11/20/1998,4200,3300,96,90.5428992
1998-99,COPA,CHPE,11/20/1998,4000,3900,105,95.52909926
1998-99,COPA,CHPE,11/20/1998,4300,3300,96,83.8874409
1998-99,COPA,CHPE,11/20/1998,3800,3650,98,92.34179686
1998-99,COPA,CHPE,11/20/1998,4200,3400,107,100.1522852
1998-99,COPA,CHPE,11/20/1998,3800,3800,98,84.63036314
1998-99,COPA,CHPE,11/20/1998,3800,3700,112,105.1639537
1998-99,COPA,CHPE,11/20/1998,3600,3600,88,82.11949517
1998-99,COPA,CHPE,11/20/1998,3950,3650,102,93.7688023
1998-99,COPA,CHPE,11/20/1998,3650,3600,90,81.0116608
1998-99,COPA,CHPE,11/20/1998,4300,3600,99,88.07924941
1998-99,COPA,CHPE,11/20/1998,3850,3700,87,78.21847757
1998-99,COPA,CHPE,11/20/1998,4100,3650,107,98.39272755
1998-99,COPA,CHPE,11/20/1998,3900,3600,107,97.3266944
1998-99,COPA,CHPE,11/20/1998,3800,3300,119,107.9433216
1998-99,COPA,CHPE,11/20/1998,3300,3300,99,90.24587366
1998-99,COPA,CHPE,11/20/1998,3700,3400,94,84.68441907
