YEAR,PROJECT,SPECIES,DATE,DAY_OF_SEASON,WEEK_OF_SEASON,FREQENCY,TRIP_DURATION
2011-12,COPA,ADPE,1/14/2012,45,7,4764,15.03333333
2011-12,COPA,ADPE,1/16/2012,47,7,4764,12.98333333
2011-12,COPA,ADPE,1/17/2012,48,7,4764,41.58333333
2011-12,COPA,ADPE,1/18/2012,49,7,4764,5.983333333
2011-12,COPA,ADPE,1/19/2012,50,8,4764,5.716666667
2011-12,COPA,ADPE,12/21/2011,21,3,4804,12.6
2011-12,COPA,ADPE,12/21/2011,21,3,4804,8.583333333
2011-12,COPA,ADPE,12/22/2011,22,4,4804,7.25
2011-12,COPA,ADPE,12/23/2011,23,4,4804,16.86666667
2011-12,COPA,ADPE,12/25/2011,25,4,4804,4.466666667
2011-12,COPA,ADPE,12/25/2011,25,4,4804,10.26666667
2011-12,COPA,ADPE,12/26/2011,26,4,4804,13.61666667
2011-12,COPA,ADPE,12/27/2011,27,4,4804,10.06666667
2011-12,COPA,ADPE,12/27/2011,27,4,4804,30.95
2011-12,COPA,ADPE,12/29/2011,29,5,4804,28.78333333
2011-12,COPA,ADPE,12/30/2011,30,5,4804,7.95
2011-12,COPA,ADPE,12/31/2011,31,5,4804,48.61666667
2011-12,COPA,ADPE,1/2/2012,33,5,4804,5.733333333
2011-12,COPA,ADPE,1/2/2012,33,5,4804,5.383333333
2011-12,COPA,ADPE,1/3/2012,34,5,4804,7.216666667
2011-12,COPA,ADPE,1/3/2012,34,5,4804,4.616666667
2011-12,COPA,ADPE,1/4/2012,35,5,4804,10.1
2011-12,COPA,ADPE,1/5/2012,36,6,4804,27.58333333
2011-12,COPA,ADPE,1/6/2012,37,6,4804,6.45
2011-12,COPA,ADPE,1/7/2012,38,6,4804,18.15
2011-12,COPA,ADPE,1/8/2012,39,6,4804,15.8
2011-12,COPA,ADPE,1/9/2012,40,6,4804,15.96666667
2011-12,COPA,ADPE,1/10/2012,41,6,4804,13.15
2011-12,COPA,ADPE,1/11/2012,42,6,4804,16.63333333
2011-12,COPA,ADPE,1/12/2012,43,7,4804,22.46666667
2011-12,COPA,ADPE,1/13/2012,44,7,4804,9.916666667
2011-12,COPA,ADPE,1/14/2012,45,7,4804,11.81666667
2011-12,COPA,ADPE,1/15/2012,46,7,4804,9.3
2013-14,COPA,ADPE,1/8/2014,39,6,4023,8.25
2013-14,COPA,ADPE,1/9/2014,40,6,4023,6
2013-14,COPA,ADPE,1/10/2014,41,6,4023,19.25
2013-14,COPA,ADPE,1/16/2014,47,7,4023,33
2013-14,COPA,ADPE,1/7/2014,38,6,4035,27.5
2013-14,COPA,ADPE,1/9/2014,40,6,4035,11.25
2013-14,COPA,ADPE,1/9/2014,40,6,4035,32
2013-14,COPA,ADPE,1/11/2014,42,6,4035,34.5
2013-14,COPA,ADPE,1/15/2014,46,7,4035,36
2013-14,COPA,ADPE,1/17/2014,48,7,4035,15.5
2013-14,COPA,ADPE,1/9/2014,40,6,4054,17.5
2013-14,COPA,ADPE,1/10/2014,41,6,4054,21.5
2013-14,COPA,ADPE,1/11/2014,42,6,4054,33.75
2013-14,COPA,ADPE,1/15/2014,46,7,4054,13.51666667
2013-14,COPA,ADPE,1/16/2014,47,7,4054,19.25
2013-14,COPA,ADPE,1/17/2014,48,7,4054,11.5
2013-14,COPA,ADPE,1/18/2014,49,7,4054,11.5
2013-14,COPA,ADPE,1/8/2014,39,6,4073,10.5
2013-14,COPA,ADPE,1/8/2014,39,6,4073,10
2013-14,COPA,ADPE,1/9/2014,40,6,4073,19.25
2013-14,COPA,ADPE,1/10/2014,41,6,4073,25.25
2013-14,COPA,ADPE,1/15/2014,46,7,4073,6.5
2013-14,COPA,ADPE,1/16/2014,47,7,4073,29.25
2013-14,COPA,ADPE,1/17/2014,48,7,4073,7.25
2013-14,COPA,ADPE,1/8/2014,39,6,4133,32.51666667
2013-14,COPA,ADPE,1/10/2014,41,6,4133,22.5
2013-14,COPA,ADPE,1/16/2014,47,7,4133,20.25
2013-14,COPA,ADPE,1/17/2014,48,7,4133,23.51666667
2013-14,COPA,ADPE,1/8/2014,39,6,4145,17.51666667
2013-14,COPA,ADPE,1/9/2014,40,6,4145,13.48333333
2013-14,COPA,ADPE,1/9/2014,40,6,4145,21.75
2013-14,COPA,ADPE,1/11/2014,42,6,4145,21.25
2013-14,COPA,ADPE,1/12/2014,43,7,4145,8.5
2013-14,COPA,ADPE,1/16/2014,47,7,4145,19.76666667
2013-14,COPA,ADPE,1/17/2014,48,7,4145,12.75
2013-14,COPA,ADPE,1/8/2014,39,6,4173,18.01666667
2013-14,COPA,ADPE,1/9/2014,40,6,4173,18
2013-14,COPA,ADPE,1/10/2014,41,6,4173,11.75
2013-14,COPA,ADPE,1/11/2014,42,6,4173,12
2013-14,COPA,ADPE,1/11/2014,42,6,4173,25.01666667
2013-14,COPA,ADPE,1/15/2014,46,7,4173,15.76666667
2013-14,COPA,ADPE,1/15/2014,46,7,4173,13.23333333
2013-14,COPA,ADPE,1/17/2014,48,7,4173,14.23333333
2013-14,COPA,ADPE,1/18/2014,49,7,4173,8.733333333
2013-14,COPA,ADPE,1/8/2014,39,6,4182,30.03333333
2013-14,COPA,ADPE,1/10/2014,41,6,4182,21
2013-14,COPA,ADPE,1/16/2014,47,7,4182,11.51666667
2013-14,COPA,ADPE,1/17/2014,48,7,4182,18.75
2013-14,COPA,ADPE,1/18/2014,49,7,4182,6.466666667
2013-14,COPA,ADPE,1/8/2014,39,6,4203,15.5
2013-14,COPA,ADPE,1/8/2014,39,6,4203,7.25
2013-14,COPA,ADPE,1/9/2014,40,6,4203,14.51666667
2013-14,COPA,ADPE,1/10/2014,41,6,4203,13
2013-14,COPA,ADPE,1/11/2014,42,6,4203,21.51666667
2013-14,COPA,ADPE,1/15/2014,46,7,4203,12.73333333
2013-14,COPA,ADPE,1/16/2014,47,7,4203,11.53333333
2013-14,COPA,ADPE,1/17/2014,48,7,4203,11.53333333
2013-14,COPA,ADPE,1/8/2014,39,6,4216,28.25
2013-14,COPA,ADPE,1/9/2014,40,6,4216,18.03333333
2013-14,COPA,ADPE,1/10/2014,41,6,4216,15.75
2013-14,COPA,ADPE,1/11/2014,42,6,4216,6.733333333
2013-14,COPA,ADPE,1/15/2014,46,7,4216,6.266666667
2013-14,COPA,ADPE,1/15/2014,46,7,4216,9.266666667
2013-14,COPA,ADPE,1/16/2014,47,7,4216,17.03333333
2013-14,COPA,ADPE,1/17/2014,48,7,4216,29.5
2013-14,COPA,ADPE,1/18/2014,49,7,4216,5.033333333
2015-16,COPA,GEPE,42379,41,6,4505,32.5
2015-16,COPA,GEPE,42382,44,7,4505,14.5
2015-16,COPA,GEPE,42383,45,7,4505,15.5
2015-16,COPA,GEPE,42384,46,7,4505,17.75
2015-16,COPA,GEPE,42385,47,7,4505,24.75
2015-16,COPA,GEPE,42381,43,7,4525,14.25
2015-16,COPA,GEPE,42382,44,7,4525,14
2015-16,COPA,GEPE,42383,45,7,4525,6.516666667
2015-16,COPA,GEPE,42384,46,7,4525,14.5
2015-16,COPA,GEPE,42384,46,7,4525,9.75
2015-16,COPA,GEPE,42385,47,7,4525,12.51666667
2015-16,COPA,GEPE,42386,48,7,4525,19.25
2015-16,COPA,GEPE,42387,49,7,4525,20.25
2015-16,COPA,GEPE,42388,50,8,4525,16
2015-16,COPA,GEPE,42389,51,8,4525,14.23333333
2015-16,COPA,GEPE,42380,42,6,4534,17
2015-16,COPA,GEPE,42381,43,7,4534,12.5
2015-16,COPA,GEPE,42382,44,7,4534,11.5
2015-16,COPA,GEPE,42383,45,7,4534,14.75
2015-16,COPA,GEPE,42384,46,7,4534,19.75
2015-16,COPA,GEPE,42385,47,7,4534,15.75
2015-16,COPA,GEPE,42386,48,7,4534,33.5
2015-16,COPA,GEPE,42388,50,8,4534,19.75
2015-16,COPA,GEPE,42389,51,8,4534,29.51666667
2015-16,COPA,GEPE,42382,44,7,4544,13.5
2015-16,COPA,GEPE,42383,45,7,4544,15.75
2015-16,COPA,GEPE,42385,47,7,4544,19.5
2015-16,COPA,GEPE,42386,48,7,4544,27.75
2015-16,COPA,GEPE,42388,50,8,4544,13
2015-16,COPA,GEPE,42380,42,6,4563,15.75
2015-16,COPA,GEPE,42381,43,7,4563,10.25
2015-16,COPA,GEPE,42382,44,7,4563,9.5
2015-16,COPA,GEPE,42383,45,7,4563,14.75
2015-16,COPA,GEPE,42384,46,7,4563,16.25
2015-16,COPA,GEPE,42385,47,7,4563,20.25
2015-16,COPA,GEPE,42386,48,7,4563,26.5
2015-16,COPA,GEPE,42388,50,8,4563,14.5
2015-16,COPA,GEPE,42389,51,8,4563,13.01666667
2015-16,COPA,GEPE,42390,52,8,4563,17.26666667
2015-16,COPA,GEPE,42379,41,6,4584,8.75
2015-16,COPA,GEPE,42380,42,6,4604,9.25
2015-16,COPA,GEPE,42381,43,7,4604,7.5
2015-16,COPA,GEPE,42382,44,7,4604,24.75
2015-16,COPA,GEPE,42384,46,7,4604,16.5
2015-16,COPA,GEPE,42385,47,7,4604,29
2015-16,COPA,GEPE,42387,49,7,4604,18
2015-16,COPA,GEPE,42389,51,8,4604,16.25
2015-16,COPA,GEPE,42379,41,6,4625,12.25
2015-16,COPA,GEPE,42380,42,6,4625,12
2015-16,COPA,GEPE,42381,43,7,4625,7.5
2015-16,COPA,GEPE,42382,44,7,4625,16
2015-16,COPA,GEPE,42383,45,7,4625,13.25
2015-16,COPA,GEPE,42384,46,7,4625,13.25
2015-16,COPA,GEPE,42385,47,7,4625,17
2015-16,COPA,GEPE,42386,48,7,4625,18.5
2015-16,COPA,GEPE,42387,49,7,4625,14.5
2015-16,COPA,GEPE,42389,51,8,4625,19.75
2015-16,COPA,GEPE,42390,52,8,4625,16.25
2015-16,COPA,GEPE,42380,42,6,4635,15.5
2015-16,COPA,GEPE,42381,43,7,4635,9.5
2015-16,COPA,GEPE,42382,44,7,4635,10.75
2015-16,COPA,GEPE,42383,45,7,4635,16.5
2015-16,COPA,GEPE,42384,46,7,4635,11
2015-16,COPA,GEPE,42385,47,7,4635,13.25
2015-16,COPA,GEPE,42386,48,7,4635,9
2015-16,COPA,GEPE,42386,48,7,4635,25
2015-16,COPA,GEPE,42388,50,8,4635,20
2015-16,COPA,GEPE,42389,51,8,4635,11.25
2015-16,COPA,GEPE,42390,52,8,4635,13.5
2015-16,COPA,GEPE,42380,42,6,4643,11.25
2015-16,COPA,GEPE,42381,43,7,4643,11.23333333
2015-16,COPA,GEPE,42382,44,7,4643,10.75
2015-16,COPA,GEPE,42382,44,7,4643,17.26666667
2015-16,COPA,GEPE,42384,46,7,4643,13.26666667
2015-16,COPA,GEPE,42385,47,7,4643,13.01666667
2015-16,COPA,GEPE,42386,48,7,4643,8.233333333
2015-16,COPA,GEPE,42387,49,7,4643,14.25
2015-16,COPA,GEPE,42388,50,8,4643,17.75
2015-16,COPA,GEPE,42390,52,8,4643,13.5
2015-16,CS,CHPE,42380,42,6,5021,6.25
2015-16,CS,CHPE,42381,43,7,5021,8.75
2015-16,CS,CHPE,42382,44,7,5021,6.25
2015-16,CS,CHPE,42383,45,7,5021,7.75
2015-16,CS,CHPE,42384,46,7,5021,8.25
2015-16,CS,CHPE,42385,47,7,5021,4.25
2015-16,CS,CHPE,42386,48,7,5021,4
2015-16,CS,CHPE,42387,49,7,5021,6.75
2015-16,CS,CHPE,42388,50,8,5021,7.75
2015-16,CS,CHPE,42389,51,8,5021,9.75
2015-16,CS,CHPE,42390,52,8,5021,5.5
2015-16,CS,CHPE,42391,53,8,5021,4.75
2015-16,CS,CHPE,42392,54,8,5021,6
2015-16,CS,CHPE,42393,55,8,5021,7.75
2015-16,CS,CHPE,42394,56,8,5021,6
2015-16,CS,CHPE,42395,57,9,5021,7
2015-16,CS,CHPE,42396,58,9,5021,5.5
2015-16,CS,CHPE,42397,59,9,5021,23.5
2015-16,CS,CHPE,42399,61,9,5021,6.5
2015-16,CS,CHPE,42400,62,9,5021,15
2015-16,CS,CHPE,42401,63,9,5021,5.25
2015-16,CS,CHPE,42402,64,10,5021,6.25
2015-16,CS,CHPE,42403,65,10,5021,7.25
2015-16,CS,CHPE,42405,67,10,5021,4.75
2015-16,CS,CHPE,42406,68,10,5021,8.75
2015-16,CS,CHPE,42407,69,10,5021,23.5
2015-16,CS,CHPE,42409,71,11,5021,4.25
2015-16,CS,CHPE,42410,72,11,5021,13.25
2015-16,CS,CHPE,42411,73,11,5021,15
2015-16,CS,CHPE,42412,74,11,5021,12.5
2015-16,CS,CHPE,42413,75,11,5021,14
2015-16,CS,CHPE,42414,76,11,5021,14.25
2015-16,CS,CHPE,42415,77,11,5021,14.5
2015-16,CS,CHPE,42416,78,12,5021,9.75
2015-16,CS,CHPE,42418,80,12,5021,11.75
2015-16,CS,CHPE,42419,81,12,5021,10.75
2015-16,CS,CHPE,42381,43,7,5040,4.5
2015-16,CS,CHPE,42382,44,7,5040,7.5
2015-16,CS,CHPE,42383,45,7,5040,7
2015-16,CS,CHPE,42384,46,7,5040,6.75
2015-16,CS,CHPE,42386,48,7,5040,5.75
2015-16,CS,CHPE,42387,49,7,5040,6.5
2015-16,CS,CHPE,42388,50,8,5040,5.5
2015-16,CS,CHPE,42389,51,8,5040,17.25
2015-16,CS,CHPE,42391,53,8,5040,6.75
2015-16,CS,CHPE,42392,54,8,5040,8.25
2015-16,CS,CHPE,42393,55,8,5040,5.25
2015-16,CS,CHPE,42394,56,8,5040,19.75
2015-16,CS,CHPE,42396,58,9,5040,7.5
2015-16,CS,CHPE,42397,59,9,5040,5
2015-16,CS,CHPE,42398,60,9,5040,12.5
2015-16,CS,CHPE,42399,61,9,5040,6.5
2015-16,CS,CHPE,42400,62,9,5040,8.75
2015-16,CS,CHPE,42401,63,9,5040,26.75
2015-16,CS,CHPE,42403,65,10,5040,24.25
2015-16,CS,CHPE,42405,67,10,5040,23
2015-16,CS,CHPE,42407,69,10,5040,30.5
2015-16,CS,CHPE,42409,71,11,5040,11
2015-16,CS,CHPE,42410,72,11,5040,13.25
2015-16,CS,CHPE,42411,73,11,5040,38.75
2015-16,CS,CHPE,42413,75,11,5040,8.5
2015-16,CS,CHPE,42414,76,11,5040,9.5
2015-16,CS,CHPE,42415,77,11,5040,14
2015-16,CS,CHPE,42416,78,12,5040,10.25
2015-16,CS,CHPE,42417,79,12,5040,12.25
2015-16,CS,CHPE,42418,80,12,5040,11
2015-16,CS,CHPE,42419,81,12,5040,9
2015-16,CS,CHPE,42380,42,6,5080,4.766666667
2015-16,CS,CHPE,42382,44,7,5080,4.016666667
2015-16,CS,CHPE,42383,45,7,5080,7.25
2015-16,CS,CHPE,42385,47,7,5080,6
2015-16,CS,CHPE,42381,43,7,5102,5.25
2015-16,CS,CHPE,42382,44,7,5102,6.75
2015-16,CS,CHPE,42383,45,7,5102,4.75
2015-16,CS,CHPE,42384,46,7,5102,5.25
2015-16,CS,CHPE,42385,47,7,5102,7.25
2015-16,CS,CHPE,42386,48,7,5102,7.75
2015-16,CS,CHPE,42387,49,7,5102,6.25
2015-16,CS,CHPE,42387,49,7,5102,4.25
2015-16,CS,CHPE,42388,50,8,5102,6.75
2015-16,CS,CHPE,42388,50,8,5102,4.25
2015-16,CS,CHPE,42389,51,8,5102,5
2015-16,CS,CHPE,42390,52,8,5102,4
2015-16,CS,CHPE,42391,53,8,5102,7.25
2015-16,CS,CHPE,42391,53,8,5102,5
2015-16,CS,CHPE,42392,54,8,5102,7
2015-16,CS,CHPE,42393,55,8,5102,9
2015-16,CS,CHPE,42393,55,8,5102,14.25
2015-16,CS,CHPE,42395,57,9,5102,8.5
2015-16,CS,CHPE,42395,57,9,5102,11
2015-16,CS,CHPE,42396,58,9,5102,5.25
2015-16,CS,CHPE,42397,59,9,5102,5.25
2015-16,CS,CHPE,42398,60,9,5102,18.25
2015-16,CS,CHPE,42399,61,9,5102,5.75
2015-16,CS,CHPE,42400,62,9,5102,9.25
2015-16,CS,CHPE,42401,63,9,5102,13.75
2015-16,CS,CHPE,42402,64,10,5102,17.25
2015-16,CS,CHPE,42403,65,10,5102,9.5
2015-16,CS,CHPE,42404,66,10,5102,11.25
2015-16,CS,CHPE,42405,67,10,5102,9.25
2015-16,CS,CHPE,42406,68,10,5102,7
2015-16,CS,CHPE,42407,69,10,5102,14.25
2015-16,CS,CHPE,42408,70,10,5102,24.76666667
2015-16,CS,CHPE,42411,73,11,5102,13.51666667
2015-16,CS,CHPE,42412,74,11,5102,13.25
2015-16,CS,CHPE,42413,75,11,5102,29.23333333
2015-16,CS,CHPE,42415,77,11,5102,10.5
2015-16,CS,CHPE,42416,78,12,5102,10
2015-16,CS,CHPE,42384,46,7,5122,8.5
2015-16,CS,CHPE,42386,48,7,5122,9.5
2015-16,CS,CHPE,42387,49,7,5122,7.5
2015-16,CS,CHPE,42388,50,8,5122,5.5
2015-16,CS,CHPE,42389,51,8,5122,11.75
2015-16,CS,CHPE,42390,52,8,5122,20.25
2015-16,CS,CHPE,42392,54,8,5122,7
2015-16,CS,CHPE,42393,55,8,5122,27.75
2015-16,CS,CHPE,42395,57,9,5122,22.25
2015-16,CS,CHPE,42397,59,9,5122,8
2015-16,CS,CHPE,42398,60,9,5122,19.75
2015-16,CS,CHPE,42400,62,9,5122,11.25
2015-16,CS,CHPE,42401,63,9,5122,6.75
2015-16,CS,CHPE,42403,65,10,5122,18.5
2015-16,CS,CHPE,42404,66,10,5122,28
2015-16,CS,CHPE,42406,68,10,5122,24.25
2015-16,CS,CHPE,42409,71,11,5122,42.51666667
2015-16,CS,CHPE,42412,74,11,5122,14.5
2015-16,CS,CHPE,42413,75,11,5122,10.75
2015-16,CS,CHPE,42414,76,11,5122,12
2015-16,CS,CHPE,42415,77,11,5122,9
2015-16,CS,CHPE,42416,78,12,5122,12.76666667
2015-16,CS,CHPE,42417,79,12,5122,10.5
2015-16,CS,CHPE,42418,80,12,5122,12.75
2015-16,CS,CHPE,42419,81,12,5122,36.25
2015-16,CS,CHPE,42381,43,7,5139,6
2015-16,CS,CHPE,42382,44,7,5139,5.733333333
2015-16,CS,CHPE,42383,45,7,5139,4.983333333
2015-16,CS,CHPE,42384,46,7,5139,4.5
2015-16,CS,CHPE,42385,47,7,5139,6.266666667
2015-16,CS,CHPE,42386,48,7,5139,5.75
2015-16,CS,CHPE,42386,48,7,5139,4.266666667
2015-16,CS,CHPE,42387,49,7,5139,8.016666667
2015-16,CS,CHPE,42388,50,8,5139,6.516666667
2015-16,CS,CHPE,42389,51,8,5139,5.733333333
2015-16,CS,CHPE,42390,52,8,5139,7.266666667
2015-16,CS,CHPE,42391,53,8,5139,5.016666667
2015-16,CS,CHPE,42392,54,8,5139,7.266666667
2015-16,CS,CHPE,42394,56,8,5139,9.25
2015-16,CS,CHPE,42395,57,9,5139,7.766666667
2015-16,CS,CHPE,42396,58,9,5139,8.5
2015-16,CS,CHPE,42397,59,9,5139,10
2015-16,CS,CHPE,42398,60,9,5139,10.25
2015-16,CS,CHPE,42399,61,9,5139,9.5
2015-16,CS,CHPE,42401,63,9,5139,7
2015-16,CS,CHPE,42401,63,9,5139,5
2015-16,CS,CHPE,42402,64,10,5139,9.25
2015-16,CS,CHPE,42403,65,10,5139,9.733333333
2015-16,CS,CHPE,42404,66,10,5139,6.75
2015-16,CS,CHPE,42405,67,10,5139,8.75
2015-16,CS,CHPE,42406,68,10,5139,15
2015-16,CS,CHPE,42407,69,10,5139,12.48333333
2015-16,CS,CHPE,42408,70,10,5139,13.5
2015-16,CS,CHPE,42410,72,11,5139,8
2015-16,CS,CHPE,42413,75,11,5139,5.5
2015-16,CS,CHPE,42417,79,12,5139,11.25
2015-16,CS,CHPE,42419,81,12,5139,4.5
2015-16,CS,CHPE,42381,43,7,5162,19.26666667
2015-16,CS,CHPE,42383,45,7,5162,4.25
2015-16,CS,CHPE,42384,46,7,5162,7.5
2015-16,CS,CHPE,42385,47,7,5162,4.5
2015-16,CS,CHPE,42386,48,7,5162,5.75
2015-16,CS,CHPE,42386,48,7,5162,5
2015-16,CS,CHPE,42387,49,7,5162,8.266666667
2015-16,CS,CHPE,42388,50,8,5162,8.766666667
2015-16,CS,CHPE,42389,51,8,5162,9
2015-16,CS,CHPE,42390,52,8,5162,7.016666667
2015-16,CS,CHPE,42391,53,8,5162,5.75
2015-16,CS,CHPE,42392,54,8,5162,9
2015-16,CS,CHPE,42393,55,8,5162,9.75
2015-16,CS,CHPE,42395,57,9,5162,8.266666667
2015-16,CS,CHPE,42396,58,9,5162,19.25
2015-16,CS,CHPE,42397,59,9,5162,24.26666667
2015-16,CS,CHPE,42399,61,9,5162,9
2015-16,CS,CHPE,42400,62,9,5162,10
2015-16,CS,CHPE,42401,63,9,5162,9.766666667
2015-16,CS,CHPE,42402,64,10,5162,8.516666667
2015-16,CS,CHPE,42403,65,10,5162,11.73333333
2015-16,CS,CHPE,42404,66,10,5162,13.5
2015-16,CS,CHPE,42405,67,10,5162,12.75
2015-16,CS,CHPE,42408,70,10,5162,33.75
2015-16,CS,CHPE,42411,73,11,5162,11.25
2015-16,CS,CHPE,42413,75,11,5162,4.233333333
2015-16,CS,CHPE,42414,76,11,5162,14.51666667
2015-16,CS,CHPE,42415,77,11,5162,8.5
2015-16,CS,CHPE,42416,78,12,5162,9.483333333
2015-16,CS,CHPE,42417,79,12,5162,13.25
2015-16,CS,CHPE,42418,80,12,5162,9.75
2015-16,CS,CHPE,42419,81,12,5162,9.5
2015-16,CS,CHPE,42382,44,7,5180,5.75
2015-16,CS,CHPE,42383,45,7,5180,5.75
2015-16,CS,CHPE,42384,46,7,5180,7.5
2015-16,CS,CHPE,42385,47,7,5180,8
2015-16,CS,CHPE,42386,48,7,5180,9
2015-16,CS,CHPE,42387,49,7,5180,7.75
2015-16,CS,CHPE,42388,50,8,5180,5.25
2015-16,CS,CHPE,42389,51,8,5180,8
2015-16,CS,CHPE,42390,52,8,5180,4.5
2015-16,CS,CHPE,42391,53,8,5180,6.25
2015-16,CS,CHPE,42392,54,8,5180,6.25
2015-16,CS,CHPE,42393,55,8,5180,40
2015-16,CS,CHPE,42396,58,9,5180,6.25
2015-16,CS,CHPE,42397,59,9,5180,5
2015-16,CS,CHPE,42397,59,9,5180,17.51666667
2015-16,CS,CHPE,42399,61,9,5180,5.5
2015-16,CS,CHPE,42400,62,9,5180,5.75
2015-16,CS,CHPE,42401,63,9,5180,6.016666667
2015-16,CS,CHPE,42402,64,10,5180,9.266666667
2015-16,CS,CHPE,42403,65,10,5180,9.75
2015-16,CS,CHPE,42404,66,10,5180,10.01666667
2015-16,CS,CHPE,42406,68,10,5180,5
2015-16,CS,CHPE,42407,69,10,5180,22.25
2015-16,CS,CHPE,42408,70,10,5180,4.766666667
2015-16,CS,CHPE,42409,71,11,5180,11.01666667
2015-16,CS,CHPE,42410,72,11,5180,15.5
2015-16,CS,CHPE,42411,73,11,5180,26.75
2015-16,CS,CHPE,42414,76,11,5180,8
2015-16,CS,CHPE,42415,77,11,5180,11.26666667
2015-16,CS,CHPE,42416,78,12,5180,11.01666667
2015-16,CS,CHPE,42417,79,12,5180,11.26666667
2015-16,CS,CHPE,42418,80,12,5180,12.25
2015-16,CS,CHPE,42419,81,12,5180,13.5
2015-16,CS,CHPE,42381,43,7,5202,7.5
2015-16,CS,CHPE,42382,44,7,5202,8.516666667
2015-16,CS,CHPE,42384,46,7,5202,6.483333333
2015-16,CS,CHPE,42386,48,7,5202,5.516666667
2015-16,CS,CHPE,42387,49,7,5202,6.733333333
2015-16,CS,CHPE,42387,49,7,5202,11.75
2015-16,CS,CHPE,42381,43,7,5249,5.516666667
2015-16,CS,CHPE,42382,44,7,5249,6.766666667
2015-16,CS,CHPE,42383,45,7,5249,5.5
2015-16,CS,CHPE,42384,46,7,5249,4.75
2015-16,CS,CHPE,42385,47,7,5249,8.25
2015-16,CS,CHPE,42386,48,7,5249,6.25
2015-16,CS,CHPE,42387,49,7,5249,6.75
2015-16,CS,CHPE,42388,50,8,5249,12.25
2015-16,CS,CHPE,42390,52,8,5249,14.5
2015-16,CS,CHPE,42391,53,8,5249,13.5
2015-16,CS,CHPE,42392,54,8,5249,5
2015-16,CS,CHPE,42393,55,8,5249,22.25
2015-16,CS,CHPE,42395,57,9,5249,7.5
2015-16,CS,CHPE,42396,58,9,5249,9.5
2015-16,CS,CHPE,42396,58,9,5249,18
2015-16,CS,CHPE,42398,60,9,5249,10.76666667
2015-16,CS,CHPE,42399,61,9,5249,8
2015-16,CS,CHPE,42381,43,7,5283,8.25
2015-16,CS,CHPE,42382,44,7,5283,8
2015-16,CS,CHPE,42383,45,7,5283,7.766666667
2015-16,CS,CHPE,42384,46,7,5283,8.75
2015-16,CS,CHPE,42385,47,7,5283,9.25
2015-16,CS,CHPE,42386,48,7,5283,9.5
2015-16,CS,CHPE,42387,49,7,5283,9
2015-16,CS,CHPE,42388,50,8,5283,7.516666667
2015-16,CS,CHPE,42389,51,8,5283,6.5
2015-16,CS,CHPE,42390,52,8,5283,10
2015-16,CS,CHPE,42381,43,7,5310,7.25
2015-16,CS,CHPE,42382,44,7,5310,6.516666667
2015-16,CS,CHPE,42383,45,7,5310,14.25
2015-16,CS,CHPE,42387,49,7,5310,6.5
2015-16,CS,CHPE,42388,50,8,5310,8.016666667
2015-16,CS,CHPE,42389,51,8,5310,7.75
2015-16,CS,CHPE,42390,52,8,5310,7.016666667
2015-16,CS,CHPE,42391,53,8,5310,8.766666667
2015-16,CS,CHPE,42392,54,8,5310,6.75
2015-16,CS,CHPE,42393,55,8,5310,10
2015-16,CS,CHPE,42395,57,9,5310,22.75
2015-16,CS,CHPE,42397,59,9,5310,19.75
2015-16,CS,CHPE,42401,63,9,5310,9.25
2015-16,CS,CHPE,42402,64,10,5310,6.266666667
2015-16,CS,CHPE,42404,66,10,5310,5.75
2015-16,CS,CHPE,42405,67,10,5310,28.26666667
2015-16,CS,CHPE,42381,43,7,5369,7.016666667
2015-16,CS,CHPE,42383,45,7,5369,6.75
2015-16,CS,CHPE,42384,46,7,5369,5.5
2015-16,CS,CHPE,42385,47,7,5369,7.5
2015-16,CS,CHPE,42386,48,7,5369,8.016666667
2015-16,CS,CHPE,42387,49,7,5369,8.766666667
2015-16,CS,CHPE,42388,50,8,5369,8.783333333
2015-16,CS,CHPE,42389,51,8,5369,5.016666667
2015-16,CS,CHPE,42390,52,8,5369,6.766666667
2015-16,CS,CHPE,42391,53,8,5369,8
2015-16,CS,CHPE,42392,54,8,5369,9.016666667
2015-16,CS,CHPE,42393,55,8,5369,12.25
2015-16,CS,CHPE,42396,58,9,5369,6.5
2015-16,CS,CHPE,42397,59,9,5369,7.25
2015-16,CS,CHPE,42397,59,9,5369,17.51666667
2015-16,CS,CHPE,42400,62,9,5369,8.233333333
2015-16,CS,CHPE,42400,62,9,5369,6.266666667
2015-16,CS,CHPE,42401,63,9,5369,12.51666667
2015-16,CS,CHPE,42402,64,10,5369,8.733333333
2015-16,CS,CHPE,42402,64,10,5369,4.75
2015-16,CS,CHPE,42403,65,10,5369,9.483333333
2015-16,CS,CHPE,42405,67,10,5369,12.76666667
2015-16,CS,CHPE,42406,68,10,5369,15.75
2015-16,CS,CHPE,42407,69,10,5369,11.98333333
2015-16,CS,CHPE,42409,71,11,5369,15.25
2015-16,CS,CHPE,42410,72,11,5369,10.46666667
2015-16,CS,CHPE,42412,74,11,5369,18.01666667
2015-16,CS,CHPE,42413,75,11,5369,14.98333333
2015-16,CS,CHPE,42415,77,11,5369,11.23333333
2015-16,CS,CHPE,42416,78,12,5369,12.83333333
2015-16,CS,CHPE,42417,79,12,5369,13.5
2015-16,CS,CHPE,42418,80,12,5369,12.23333333
2015-16,CS,CHPE,42419,81,12,5369,11.23333333
